s (1,1) 9
(14,1) (13,1) 168
(14,1) (15,1) 113
(15,1) (14,1) 96
(15,1) (16,1) 56
(16,1) (15,1) 88
(16,1) (17,1) 140
(17,1) (16,1) 83
(17,1) (18,1) 186
(18,1) (17,1) 151
(18,1) (19,1) 171
(19,1) (18,1) 106
(19,1) (20,1) 59
(20,1) (19,1) 87
(20,1) (21,1) 97
(21,1) (20,1) 173
(21,1) (22,1) 182
(22,1) (21,1) 183
(22,1) (23,1) 11
(23,1) (22,1) 65
(23,1) (24,1) 31
(24,1) (23,1) 163
(24,1) (25,1) 157
(25,1) (24,1) 183
(25,1) (26,1) 92
(26,1) (25,1) 110
(26,1) (27,1) 41
(27,1) (26,1) 116
(27,1) (28,1) 88
(28,1) (27,1) 71
(28,1) (29,1) 10
(29,1) (28,1) 69
(29,1) (30,1) 180
(30,1) (29,1) 197
(30,1) (31,1) 102
(31,1) (30,1) 132
(31,1) (32,1) 153
(32,1) (31,1) 31
(32,1) (33,1) 194
(33,1) (32,1) 155
(33,1) (34,1) 193
(34,1) (33,1) 133
(34,1) (35,1) 168
(35,1) (34,1) 36
(35,1) (36,1) 99
(36,1) (35,1) 45
(36,1) (37,1) 132
(37,1) (36,1) 194
(37,1) (38,1) 12
(38,1) (37,1) 187
(38,1) (39,1) 68
(39,1) (38,1) 8
(39,1) (40,1) 27
(40,1) (39,1) 184
(40,1) (41,1) 181
(41,1) (40,1) 156
(41,1) (42,1) 53
(42,1) (41,1) 29
(42,1) (43,1) 42
(43,1) (42,1) 184
(43,1) (44,1) 119
(44,1) (43,1) 124
(44,1) (45,1) 176
(45,1) (44,1) 125
(45,1) (46,1) 10
(46,1) (45,1) 155
(46,1) (47,1) 85
(47,1) (46,1) 148
(47,1) (48,1) 145
(48,1) (47,1) 47
(48,1) (49,1) 54
(49,1) (48,1) 178
(49,1) (50,1) 6
(50,1) (49,1) 177
(50,1) (51,1) 56
(51,1) (50,1) 118
(51,1) (52,1) 66
(52,1) (51,1) 103
(52,1) (53,1) 94
(53,1) (52,1) 19
(53,1) (54,1) 3
(54,1) (53,1) 41
(54,1) (55,1) 169
(55,1) (54,1) 109
(55,1) (56,1) 159
(56,1) (55,1) 182
(56,1) (57,1) 126
(57,1) (56,1) 26
(57,1) (58,1) 15
(58,1) (57,1) 91
(58,1) (59,1) 145
(59,1) (58,1) 62
(59,1) (60,1) 96
(60,1) (59,1) 184
(60,1) (61,1) 183
(61,1) (60,1) 130
(61,1) (62,1) 35
(62,1) (61,1) 55
(62,1) (63,1) 129
(63,1) (62,1) 91
(63,1) (64,1) 51
(64,1) (63,1) 42
(64,1) (65,1) 196
(65,1) (64,1) 66
(65,1) (66,1) 166
(66,1) (65,1) 55
(66,1) (67,1) 85
(67,1) (66,1) 102
(67,1) (68,1) 117
(68,1) (67,1) 18
(68,1) (69,1) 75
(69,1) (68,1) 2
(69,1) (70,1) 46
(70,1) (69,1) 96
(70,1) (71,1) 125
(71,1) (70,1) 99
(71,1) (72,1) 177
(72,1) (71,1) 35
(72,1) (73,1) 146
(73,1) (72,1) 67
(73,1) (74,1) 127
(74,1) (73,1) 103
(74,1) (75,1) 119
(75,1) (74,1) 43
(75,1) (76,1) 85
(76,1) (75,1) 15
(76,1) (77,1) 10
(77,1) (76,1) 137
(77,1) (78,1) 73
(78,1) (77,1) 181
(78,1) (79,1) 22
(79,1) (78,1) 85
(79,1) (80,1) 44
(80,1) (79,1) 21
(80,1) (81,1) 184
(81,1) (80,1) 161
(81,1) (82,1) 77
(82,1) (81,1) 20
(82,1) (83,1) 181
(83,1) (82,1) 29
(83,1) (84,1) 95
(84,1) (83,1) 178
(84,1) (85,1) 150
(85,1) (84,1) 125
(85,1) (86,1) 192
(86,1) (85,1) 33
(86,1) (87,1) 148
(87,1) (86,1) 184
(87,1) (88,1) 154
(88,1) (87,1) 65
(88,1) (89,1) 126
(89,1) (88,1) 188
(89,1) (90,1) 87
(90,1) (89,1) 18
(90,1) (91,1) 137
(91,1) (90,1) 11
(91,1) (92,1) 149
(92,1) (91,1) 61
(92,1) (93,1) 103
(93,1) (92,1) 140
(93,1) (94,1) 161
(94,1) (93,1) 71
(94,1) (95,1) 104
(95,1) (94,1) 72
(95,1) (96,1) 8
(96,1) (95,1) 91
(96,1) (97,1) 101
(97,1) (96,1) 42
(97,1) (98,1) 160
(98,1) (97,1) 19
(98,1) (99,1) 180
(99,1) (98,1) 58
(99,1) (100,1) 180
(100,1) (99,1) 51
(100,1) (101,1) 77
(101,1) (100,1) 166
(101,1) (102,1) 191
(102,1) (101,1) 138
(102,1) (103,1) 2
(103,1) (102,1) 165
(103,1) (104,1) 176
(104,1) (103,1) 78
(104,1) (105,1) 101
(105,1) (104,1) 98
(105,1) (106,1) 60
(106,1) (105,1) 98
(106,1) (107,1) 12
(107,1) (106,1) 25
(107,1) (108,1) 170
(108,1) (107,1) 198
(108,1) (109,1) 8
(109,1) (108,1) 65
(109,1) (110,1) 183
(110,1) (109,1) 92
(110,1) (111,1) 132
(111,1) (110,1) 46
(111,1) (112,1) 114
(112,1) (111,1) 66
(112,1) (113,1) 152
(113,1) (112,1) 90
(113,1) (114,1) 25
(114,1) (113,1) 129
(114,1) (115,1) 156
(115,1) (114,1) 31
(115,1) (116,1) 178
(116,1) (115,1) 25
(116,1) (117,1) 186
(117,1) (116,1) 19
(117,1) (118,1) 110
(118,1) (117,1) 102
(118,1) (119,1) 28
(119,1) (118,1) 153
(119,1) (120,1) 175
(120,1) (119,1) 172
(120,1) (121,1) 165
(121,1) (120,1) 48
(121,1) (122,1) 59
(122,1) (121,1) 58
(122,1) (123,1) 12
(123,1) (122,1) 10
(123,1) (124,1) 200
(124,1) (123,1) 182
(124,1) (125,1) 90
(125,1) (124,1) 75
(125,1) (126,1) 159
(126,1) (125,1) 133
(126,1) (127,1) 189
(127,1) (126,1) 108
(127,1) (128,1) 62
(128,1) (127,1) 13
(128,1) (129,1) 5
(129,1) (128,1) 27
(129,1) (130,1) 117
(130,1) (129,1) 41
(130,1) (131,1) 171
(131,1) (130,1) 129
(131,1) (132,1) 147
(132,1) (131,1) 104
(132,1) (133,1) 146
(133,1) (132,1) 7
(133,1) (134,1) 168
(134,1) (133,1) 186
(134,1) (135,1) 61
(135,1) (134,1) 126
(135,1) (136,1) 74
(136,1) (135,1) 88
(136,1) (137,1) 112
(137,1) (136,1) 18
(137,1) (138,1) 158
(138,1) (137,1) 15
(138,1) (139,1) 187
(139,1) (138,1) 146
(139,1) (140,1) 164
(140,1) (139,1) 177
(140,1) (141,1) 153
(141,1) (140,1) 102
(141,1) (142,1) 110
(142,1) (141,1) 80
(142,1) (143,1) 151
(143,1) (142,1) 165
(143,1) (144,1) 105
(144,1) (143,1) 135
(144,1) (145,1) 31
(145,1) (144,1) 35
(145,1) (146,1) 177
(146,1) (145,1) 8
(146,1) (147,1) 60
(147,1) (146,1) 115
(147,1) (148,1) 147
(148,1) (147,1) 139
(148,1) (149,1) 24
(149,1) (148,1) 103
(149,1) (150,1) 179
(150,1) (149,1) 1
(1,2) (2,2) 33
(2,2) (1,2) 65
(2,2) (3,2) 46
(3,2) (2,2) 38
(3,2) (4,2) 35
(4,2) (3,2) 172
(4,2) (5,2) 154
(5,2) (4,2) 28
(5,2) (6,2) 183
(6,2) (5,2) 60
(6,2) (7,2) 10
(7,2) (6,2) 138
(7,2) (8,2) 72
(8,2) (7,2) 175
(8,2) (9,2) 134
(9,2) (8,2) 121
(9,2) (10,2) 190
(10,2) (9,2) 198
(10,2) (11,2) 15
(11,2) (10,2) 126
(11,2) (12,2) 148
(12,2) (11,2) 28
(12,2) (13,2) 31
(13,2) (12,2) 104
(13,2) (14,2) 180
(14,2) (13,2) 2
(14,2) (15,2) 119
(15,2) (14,2) 96
(15,2) (16,2) 106
(16,2) (15,2) 157
(16,2) (17,2) 66
(17,2) (16,2) 48
(17,2) (18,2) 149
(18,2) (17,2) 157
(18,2) (19,2) 151
(19,2) (18,2) 114
(19,2) (20,2) 130
(20,2) (19,2) 162
(20,2) (21,2) 100
(21,2) (20,2) 46
(21,2) (22,2) 83
(22,2) (21,2) 149
(22,2) (23,2) 53
(23,2) (22,2) 111
(23,2) (24,2) 133
(24,2) (23,2) 176
(24,2) (25,2) 140
(25,2) (24,2) 26
(25,2) (26,2) 135
(26,2) (25,2) 171
(26,2) (27,2) 35
(27,2) (26,2) 20
(27,2) (28,2) 22
(28,2) (27,2) 68
(28,2) (29,2) 197
(29,2) (28,2) 8
(29,2) (30,2) 149
(30,2) (29,2) 186
(30,2) (31,2) 18
(31,2) (30,2) 73
(31,2) (32,2) 18
(32,2) (31,2) 174
(32,2) (33,2) 169
(33,2) (32,2) 146
(33,2) (34,2) 172
(34,2) (33,2) 175
(34,2) (35,2) 56
(35,2) (34,2) 136
(35,2) (36,2) 168
(36,2) (35,2) 105
(36,2) (37,2) 22
(37,2) (36,2) 48
(37,2) (38,2) 3
(38,2) (37,2) 129
(38,2) (39,2) 146
(39,2) (38,2) 186
(39,2) (40,2) 138
(40,2) (39,2) 15
(40,2) (41,2) 109
(41,2) (40,2) 74
(41,2) (42,2) 117
(42,2) (41,2) 152
(42,2) (43,2) 49
(43,2) (42,2) 159
(43,2) (44,2) 50
(44,2) (43,2) 134
(44,2) (45,2) 53
(45,2) (44,2) 161
(45,2) (46,2) 21
(46,2) (45,2) 127
(46,2) (47,2) 193
(47,2) (46,2) 124
(47,2) (48,2) 165
(48,2) (47,2) 191
(48,2) (49,2) 116
(49,2) (48,2) 52
(49,2) (50,2) 58
(50,2) (49,2) 51
(50,2) (51,2) 101
(51,2) (50,2) 75
(51,2) (52,2) 35
(52,2) (51,2) 195
(52,2) (53,2) 78
(53,2) (52,2) 30
(53,2) (54,2) 124
(54,2) (53,2) 67
(54,2) (55,2) 132
(55,2) (54,2) 41
(55,2) (56,2) 172
(56,2) (55,2) 54
(56,2) (57,2) 3
(57,2) (56,2) 122
(57,2) (58,2) 20
(58,2) (57,2) 192
(58,2) (59,2) 55
(59,2) (58,2) 17
(59,2) (60,2) 163
(60,2) (59,2) 22
(60,2) (61,2) 197
(61,2) (60,2) 121
(61,2) (62,2) 111
(62,2) (61,2) 148
(62,2) (63,2) 23
(63,2) (62,2) 131
(63,2) (64,2) 119
(64,2) (63,2) 3
(64,2) (65,2) 127
(65,2) (64,2) 64
(65,2) (66,2) 59
(66,2) (65,2) 148
(66,2) (67,2) 59
(67,2) (66,2) 57
(67,2) (68,2) 77
(68,2) (67,2) 62
(68,2) (69,2) 30
(69,2) (68,2) 45
(69,2) (70,2) 161
(70,2) (69,2) 64
(70,2) (71,2) 104
(71,2) (70,2) 6
(71,2) (72,2) 22
(72,2) (71,2) 163
(72,2) (73,2) 99
(73,2) (72,2) 48
(73,2) (74,2) 81
(74,2) (73,2) 159
(74,2) (75,2) 118
(75,2) (74,2) 103
(75,2) (76,2) 119
(76,2) (75,2) 161
(76,2) (77,2) 151
(77,2) (76,2) 68
(77,2) (78,2) 80
(78,2) (77,2) 110
(78,2) (79,2) 193
(79,2) (78,2) 75
(79,2) (80,2) 155
(80,2) (79,2) 6
(80,2) (81,2) 198
(81,2) (80,2) 173
(81,2) (82,2) 36
(82,2) (81,2) 31
(82,2) (83,2) 117
(83,2) (82,2) 165
(83,2) (84,2) 107
(84,2) (83,2) 45
(84,2) (85,2) 180
(85,2) (84,2) 80
(85,2) (86,2) 182
(86,2) (85,2) 139
(86,2) (87,2) 25
(87,2) (86,2) 190
(87,2) (88,2) 110
(88,2) (87,2) 177
(88,2) (89,2) 90
(89,2) (88,2) 136
(89,2) (90,2) 183
(90,2) (89,2) 123
(90,2) (91,2) 141
(91,2) (90,2) 45
(91,2) (92,2) 40
(92,2) (91,2) 57
(92,2) (93,2) 153
(93,2) (92,2) 149
(93,2) (94,2) 131
(94,2) (93,2) 72
(94,2) (95,2) 123
(95,2) (94,2) 72
(95,2) (96,2) 119
(96,2) (95,2) 76
(96,2) (97,2) 197
(97,2) (96,2) 164
(97,2) (98,2) 176
(98,2) (97,2) 112
(98,2) (99,2) 48
(99,2) (98,2) 194
(99,2) (100,2) 32
(100,2) (99,2) 4
(100,2) (101,2) 51
(101,2) (100,2) 44
(101,2) (102,2) 7
(102,2) (101,2) 66
(102,2) (103,2) 100
(103,2) (102,2) 173
(103,2) (104,2) 6
(104,2) (103,2) 29
(104,2) (105,2) 138
(105,2) (104,2) 117
(105,2) (106,2) 138
(106,2) (105,2) 150
(106,2) (107,2) 37
(107,2) (106,2) 159
(107,2) (108,2) 123
(108,2) (107,2) 4
(108,2) (109,2) 22
(109,2) (108,2) 64
(109,2) (110,2) 180
(110,2) (109,2) 143
(110,2) (111,2) 96
(111,2) (110,2) 78
(111,2) (112,2) 21
(112,2) (111,2) 65
(112,2) (113,2) 8
(113,2) (112,2) 91
(113,2) (114,2) 123
(114,2) (113,2) 106
(114,2) (115,2) 152
(115,2) (114,2) 125
(115,2) (116,2) 138
(116,2) (115,2) 135
(116,2) (117,2) 38
(117,2) (116,2) 100
(117,2) (118,2) 161
(118,2) (117,2) 103
(118,2) (119,2) 76
(119,2) (118,2) 7
(119,2) (120,2) 3
(120,2) (119,2) 89
(120,2) (121,2) 1
(121,2) (120,2) 11
(121,2) (122,2) 182
(122,2) (121,2) 52
(122,2) (123,2) 149
(123,2) (122,2) 137
(123,2) (124,2) 116
(124,2) (123,2) 5
(124,2) (125,2) 25
(125,2) (124,2) 146
(125,2) (126,2) 175
(126,2) (125,2) 63
(126,2) (127,2) 172
(127,2) (126,2) 137
(127,2) (128,2) 58
(128,2) (127,2) 138
(128,2) (129,2) 27
(129,2) (128,2) 110
(129,2) (130,2) 162
(130,2) (129,2) 74
(130,2) (131,2) 80
(131,2) (130,2) 147
(131,2) (132,2) 35
(132,2) (131,2) 43
(132,2) (133,2) 19
(133,2) (132,2) 132
(133,2) (134,2) 199
(134,2) (133,2) 78
(134,2) (135,2) 198
(135,2) (134,2) 40
(135,2) (136,2) 65
(136,2) (135,2) 131
(136,2) (137,2) 73
(137,2) (136,2) 86
(137,2) (138,2) 8
(138,2) (137,2) 195
(138,2) (139,2) 95
(139,2) (138,2) 54
(139,2) (140,2) 79
(140,2) (139,2) 144
(140,2) (141,2) 88
(141,2) (140,2) 94
(141,2) (142,2) 121
(142,2) (141,2) 179
(142,2) (143,2) 85
(143,2) (142,2) 93
(143,2) (144,2) 33
(144,2) (143,2) 170
(144,2) (145,2) 66
(145,2) (144,2) 136
(145,2) (146,2) 32
(146,2) (145,2) 60
(146,2) (147,2) 101
(147,2) (146,2) 182
(147,2) (148,2) 24
(148,2) (147,2) 58
(148,2) (149,2) 149
(149,2) (148,2) 137
(149,2) (150,2) 141
(150,2) (149,2) 172
(1,3) (2,3) 157
(2,3) (1,3) 36
(2,3) (3,3) 140
(3,3) (2,3) 197
(3,3) (4,3) 88
(4,3) (3,3) 155
(4,3) (5,3) 195
(5,3) (4,3) 5
(5,3) (6,3) 127
(6,3) (5,3) 188
(6,3) (7,3) 15
(7,3) (6,3) 49
(7,3) (8,3) 6
(8,3) (7,3) 41
(8,3) (9,3) 197
(9,3) (8,3) 8
(9,3) (10,3) 92
(10,3) (9,3) 78
(10,3) (11,3) 184
(11,3) (10,3) 132
(11,3) (12,3) 49
(12,3) (11,3) 117
(12,3) (13,3) 161
(13,3) (12,3) 163
(13,3) (14,3) 170
(14,3) (13,3) 83
(14,3) (15,3) 165
(15,3) (14,3) 42
(15,3) (16,3) 103
(16,3) (15,3) 30
(16,3) (17,3) 88
(17,3) (16,3) 149
(17,3) (18,3) 134
(18,3) (17,3) 134
(18,3) (19,3) 191
(19,3) (18,3) 37
(19,3) (20,3) 81
(20,3) (19,3) 38
(20,3) (21,3) 91
(21,3) (20,3) 86
(21,3) (22,3) 122
(22,3) (21,3) 126
(22,3) (23,3) 81
(23,3) (22,3) 188
(23,3) (24,3) 38
(24,3) (23,3) 197
(24,3) (25,3) 143
(25,3) (24,3) 178
(25,3) (26,3) 55
(26,3) (25,3) 128
(26,3) (27,3) 161
(27,3) (26,3) 62
(27,3) (28,3) 164
(28,3) (27,3) 25
(28,3) (29,3) 9
(29,3) (28,3) 172
(29,3) (30,3) 59
(30,3) (29,3) 78
(30,3) (31,3) 13
(31,3) (30,3) 174
(31,3) (32,3) 87
(32,3) (31,3) 136
(32,3) (33,3) 179
(33,3) (32,3) 29
(33,3) (34,3) 21
(34,3) (33,3) 92
(34,3) (35,3) 159
(35,3) (34,3) 22
(35,3) (36,3) 23
(36,3) (35,3) 18
(36,3) (37,3) 180
(37,3) (36,3) 44
(37,3) (38,3) 51
(38,3) (37,3) 63
(38,3) (39,3) 73
(39,3) (38,3) 93
(39,3) (40,3) 118
(40,3) (39,3) 145
(40,3) (41,3) 35
(41,3) (40,3) 164
(41,3) (42,3) 114
(42,3) (41,3) 38
(42,3) (43,3) 129
(43,3) (42,3) 147
(43,3) (44,3) 175
(44,3) (43,3) 50
(44,3) (45,3) 77
(45,3) (44,3) 67
(45,3) (46,3) 46
(46,3) (45,3) 67
(46,3) (47,3) 126
(47,3) (46,3) 58
(47,3) (48,3) 136
(48,3) (47,3) 34
(48,3) (49,3) 90
(49,3) (48,3) 183
(49,3) (50,3) 124
(50,3) (49,3) 73
(50,3) (51,3) 120
(51,3) (50,3) 148
(51,3) (52,3) 24
(52,3) (51,3) 163
(52,3) (53,3) 19
(53,3) (52,3) 113
(53,3) (54,3) 175
(54,3) (53,3) 108
(54,3) (55,3) 27
(55,3) (54,3) 145
(55,3) (56,3) 137
(56,3) (55,3) 159
(56,3) (57,3) 78
(57,3) (56,3) 59
(57,3) (58,3) 48
(58,3) (57,3) 62
(58,3) (59,3) 4
(59,3) (58,3) 32
(59,3) (60,3) 14
(60,3) (59,3) 185
(60,3) (61,3) 104
(61,3) (60,3) 187
(61,3) (62,3) 84
(62,3) (61,3) 94
(62,3) (63,3) 114
(63,3) (62,3) 98
(63,3) (64,3) 102
(64,3) (63,3) 153
(64,3) (65,3) 177
(65,3) (64,3) 152
(65,3) (66,3) 178
(66,3) (65,3) 8
(66,3) (67,3) 94
(67,3) (66,3) 36
(67,3) (68,3) 79
(68,3) (67,3) 198
(68,3) (69,3) 43
(69,3) (68,3) 89
(69,3) (70,3) 50
(70,3) (69,3) 170
(70,3) (71,3) 11
(71,3) (70,3) 83
(71,3) (72,3) 139
(72,3) (71,3) 99
(72,3) (73,3) 35
(73,3) (72,3) 83
(73,3) (74,3) 94
(74,3) (73,3) 26
(74,3) (75,3) 158
(75,3) (74,3) 135
(75,3) (76,3) 102
(76,3) (75,3) 52
(76,3) (77,3) 54
(77,3) (76,3) 33
(77,3) (78,3) 20
(78,3) (77,3) 50
(78,3) (79,3) 174
(79,3) (78,3) 106
(79,3) (80,3) 109
(80,3) (79,3) 7
(80,3) (81,3) 5
(81,3) (80,3) 131
(81,3) (82,3) 1
(82,3) (81,3) 22
(82,3) (83,3) 132
(83,3) (82,3) 112
(83,3) (84,3) 151
(84,3) (83,3) 126
(84,3) (85,3) 193
(85,3) (84,3) 122
(85,3) (86,3) 39
(86,3) (85,3) 43
(86,3) (87,3) 124
(87,3) (86,3) 135
(87,3) (88,3) 48
(88,3) (87,3) 25
(88,3) (89,3) 30
(89,3) (88,3) 71
(89,3) (90,3) 15
(90,3) (89,3) 135
(90,3) (91,3) 138
(91,3) (90,3) 46
(91,3) (92,3) 1
(92,3) (91,3) 166
(92,3) (93,3) 36
(93,3) (92,3) 161
(93,3) (94,3) 15
(94,3) (93,3) 61
(94,3) (95,3) 70
(95,3) (94,3) 47
(95,3) (96,3) 112
(96,3) (95,3) 187
(96,3) (97,3) 65
(97,3) (96,3) 141
(97,3) (98,3) 94
(98,3) (97,3) 176
(98,3) (99,3) 119
(99,3) (98,3) 190
(99,3) (100,3) 110
(100,3) (99,3) 103
(100,3) (101,3) 71
(101,3) (100,3) 101
(101,3) (102,3) 18
(102,3) (101,3) 196
(102,3) (103,3) 147
(103,3) (102,3) 129
(103,3) (104,3) 164
(104,3) (103,3) 102
(104,3) (105,3) 36
(105,3) (104,3) 68
(105,3) (106,3) 64
(106,3) (105,3) 177
(106,3) (107,3) 165
(107,3) (106,3) 143
(107,3) (108,3) 28
(108,3) (107,3) 100
(108,3) (109,3) 4
(109,3) (108,3) 110
(109,3) (110,3) 20
(110,3) (109,3) 66
(110,3) (111,3) 85
(111,3) (110,3) 27
(111,3) (112,3) 173
(112,3) (111,3) 46
(112,3) (113,3) 1
(113,3) (112,3) 122
(113,3) (114,3) 60
(114,3) (113,3) 48
(114,3) (115,3) 100
(115,3) (114,3) 137
(115,3) (116,3) 79
(116,3) (115,3) 78
(116,3) (117,3) 107
(117,3) (116,3) 17
(117,3) (118,3) 72
(118,3) (117,3) 41
(118,3) (119,3) 132
(119,3) (118,3) 53
(119,3) (120,3) 66
(120,3) (119,3) 134
(120,3) (121,3) 176
(121,3) (120,3) 126
(121,3) (122,3) 92
(122,3) (121,3) 45
(122,3) (123,3) 27
(123,3) (122,3) 64
(123,3) (124,3) 115
(124,3) (123,3) 177
(124,3) (125,3) 197
(125,3) (124,3) 101
(125,3) (126,3) 61
(126,3) (125,3) 148
(126,3) (127,3) 40
(127,3) (126,3) 92
(127,3) (128,3) 175
(128,3) (127,3) 78
(128,3) (129,3) 193
(129,3) (128,3) 86
(129,3) (130,3) 79
(130,3) (129,3) 171
(130,3) (131,3) 12
(131,3) (130,3) 172
(131,3) (132,3) 110
(132,3) (131,3) 79
(132,3) (133,3) 169
(133,3) (132,3) 112
(133,3) (134,3) 181
(134,3) (133,3) 110
(134,3) (135,3) 99
(135,3) (134,3) 63
(135,3) (136,3) 160
(136,3) (135,3) 187
(136,3) (137,3) 166
(137,3) (136,3) 32
(137,3) (138,3) 168
(138,3) (137,3) 133
(138,3) (139,3) 40
(139,3) (138,3) 156
(139,3) (140,3) 179
(140,3) (139,3) 25
(140,3) (141,3) 8
(141,3) (140,3) 154
(141,3) (142,3) 174
(142,3) (141,3) 48
(142,3) (143,3) 155
(143,3) (142,3) 133
(143,3) (144,3) 18
(144,3) (143,3) 7
(144,3) (145,3) 70
(145,3) (144,3) 68
(145,3) (146,3) 60
(146,3) (145,3) 45
(146,3) (147,3) 110
(147,3) (146,3) 78
(147,3) (148,3) 55
(148,3) (147,3) 196
(148,3) (149,3) 59
(149,3) (148,3) 39
(149,3) (150,3) 196
(150,3) (149,3) 167
(1,4) (2,4) 195
(2,4) (1,4) 44
(2,4) (3,4) 121
(3,4) (2,4) 100
(3,4) (4,4) 194
(4,4) (3,4) 135
(4,4) (5,4) 32
(5,4) (4,4) 61
(5,4) (6,4) 143
(6,4) (5,4) 63
(6,4) (7,4) 30
(7,4) (6,4) 41
(7,4) (8,4) 147
(8,4) (7,4) 96
(8,4) (9,4) 100
(9,4) (8,4) 155
(9,4) (10,4) 106
(10,4) (9,4) 66
(10,4) (11,4) 154
(11,4) (10,4) 156
(11,4) (12,4) 131
(12,4) (11,4) 88
(12,4) (13,4) 15
(13,4) (12,4) 33
(13,4) (14,4) 28
(14,4) (13,4) 16
(14,4) (15,4) 22
(15,4) (14,4) 187
(15,4) (16,4) 127
(16,4) (15,4) 138
(16,4) (17,4) 170
(17,4) (16,4) 119
(17,4) (18,4) 177
(18,4) (17,4) 142
(18,4) (19,4) 169
(19,4) (18,4) 178
(19,4) (20,4) 49
(20,4) (19,4) 31
(20,4) (21,4) 55
(21,4) (20,4) 131
(21,4) (22,4) 94
(22,4) (21,4) 190
(22,4) (23,4) 154
(23,4) (22,4) 37
(23,4) (24,4) 24
(24,4) (23,4) 140
(24,4) (25,4) 74
(25,4) (24,4) 15
(25,4) (26,4) 105
(26,4) (25,4) 47
(26,4) (27,4) 43
(27,4) (26,4) 185
(27,4) (28,4) 133
(28,4) (27,4) 184
(28,4) (29,4) 99
(29,4) (28,4) 61
(29,4) (30,4) 196
(30,4) (29,4) 127
(30,4) (31,4) 79
(31,4) (30,4) 72
(31,4) (32,4) 160
(32,4) (31,4) 148
(32,4) (33,4) 162
(33,4) (32,4) 172
(33,4) (34,4) 65
(34,4) (33,4) 139
(34,4) (35,4) 77
(35,4) (34,4) 19
(35,4) (36,4) 54
(36,4) (35,4) 171
(36,4) (37,4) 1
(37,4) (36,4) 50
(37,4) (38,4) 103
(38,4) (37,4) 123
(38,4) (39,4) 161
(39,4) (38,4) 143
(39,4) (40,4) 86
(40,4) (39,4) 25
(40,4) (41,4) 141
(41,4) (40,4) 65
(41,4) (42,4) 179
(42,4) (41,4) 161
(42,4) (43,4) 9
(43,4) (42,4) 107
(43,4) (44,4) 46
(44,4) (43,4) 126
(44,4) (45,4) 61
(45,4) (44,4) 196
(45,4) (46,4) 88
(46,4) (45,4) 24
(46,4) (47,4) 21
(47,4) (46,4) 78
(47,4) (48,4) 34
(48,4) (47,4) 146
(48,4) (49,4) 57
(49,4) (48,4) 88
(49,4) (50,4) 47
(50,4) (49,4) 166
(50,4) (51,4) 15
(51,4) (50,4) 83
(51,4) (52,4) 174
(52,4) (51,4) 80
(52,4) (53,4) 179
(53,4) (52,4) 126
(53,4) (54,4) 55
(54,4) (53,4) 164
(54,4) (55,4) 128
(55,4) (54,4) 70
(55,4) (56,4) 62
(56,4) (55,4) 116
(56,4) (57,4) 145
(57,4) (56,4) 141
(57,4) (58,4) 37
(58,4) (57,4) 170
(58,4) (59,4) 57
(59,4) (58,4) 21
(59,4) (60,4) 68
(60,4) (59,4) 55
(60,4) (61,4) 96
(61,4) (60,4) 161
(61,4) (62,4) 76
(62,4) (61,4) 22
(62,4) (63,4) 78
(63,4) (62,4) 17
(63,4) (64,4) 58
(64,4) (63,4) 119
(64,4) (65,4) 154
(65,4) (64,4) 113
(65,4) (66,4) 111
(66,4) (65,4) 67
(66,4) (67,4) 108
(67,4) (66,4) 132
(67,4) (68,4) 131
(68,4) (67,4) 81
(68,4) (69,4) 97
(69,4) (68,4) 10
(69,4) (70,4) 57
(70,4) (69,4) 164
(70,4) (71,4) 164
(71,4) (70,4) 11
(71,4) (72,4) 126
(72,4) (71,4) 105
(72,4) (73,4) 153
(73,4) (72,4) 23
(73,4) (74,4) 19
(74,4) (73,4) 8
(74,4) (75,4) 197
(75,4) (74,4) 164
(75,4) (76,4) 122
(76,4) (75,4) 46
(76,4) (77,4) 65
(77,4) (76,4) 98
(77,4) (78,4) 126
(78,4) (77,4) 60
(78,4) (79,4) 198
(79,4) (78,4) 174
(79,4) (80,4) 59
(80,4) (79,4) 25
(80,4) (81,4) 18
(81,4) (80,4) 137
(81,4) (82,4) 12
(82,4) (81,4) 15
(82,4) (83,4) 32
(83,4) (82,4) 85
(83,4) (84,4) 131
(84,4) (83,4) 132
(84,4) (85,4) 70
(85,4) (84,4) 91
(85,4) (86,4) 115
(86,4) (85,4) 87
(86,4) (87,4) 128
(87,4) (86,4) 132
(87,4) (88,4) 65
(88,4) (87,4) 124
(88,4) (89,4) 65
(89,4) (88,4) 170
(89,4) (90,4) 129
(90,4) (89,4) 102
(90,4) (91,4) 178
(91,4) (90,4) 106
(91,4) (92,4) 45
(92,4) (91,4) 136
(92,4) (93,4) 131
(93,4) (92,4) 161
(93,4) (94,4) 120
(94,4) (93,4) 64
(94,4) (95,4) 71
(95,4) (94,4) 40
(95,4) (96,4) 129
(96,4) (95,4) 161
(96,4) (97,4) 52
(97,4) (96,4) 157
(97,4) (98,4) 3
(98,4) (97,4) 60
(98,4) (99,4) 191
(99,4) (98,4) 7
(99,4) (100,4) 89
(100,4) (99,4) 26
(100,4) (101,4) 14
(101,4) (100,4) 78
(101,4) (102,4) 55
(102,4) (101,4) 17
(102,4) (103,4) 119
(103,4) (102,4) 100
(103,4) (104,4) 91
(104,4) (103,4) 40
(104,4) (105,4) 143
